Location,MinTemp,MaxTemp,Rainfall,Humidity,Pressure,Month
Shelbyville,17.1,37,0,30,1020.7,2
Shelbyville,23.9,39.5,0,37,1019.1,2
Shelbyville,22.2,37,0,39,1011.8,2
Shelbyville,22.6,27.7,0,62,1011,2
Shelbyville,19.7,26.2,0.4,73,1014,2
Shelbyville,14.7,24.9,0,63,1022.2,2
Shelbyville,13.5,25.4,0,72,1023.8,2
Shelbyville,13.2,29.7,0,62,1022.6,2
Shelbyville,13.8,31.4,0,59,1020.5,2
Shelbyville,17.3,33.3,0,42,1015.7,3
Shelbyville,18.1,34.8,0,36,1016.5,3
Shelbyville,17.6,33.6,0,53,1020,3
Shelbyville,17.7,33.2,0,50,1015.7,3
Shelbyville,18.9,38.7,0,52,1017.3,3
Shelbyville,22.8,38,0.2,65,1015.6,3
Shelbyville,21.8,30.7,21.6,63,1016.3,3
Shelbyville,22.1,37.1,0,53,1014.2,3
Shelbyville,22.4,30.3,0,75,1015.8,3
Shelbyville,21.1,29,20,93,1018.4,3
Shelbyville,20.3,31.4,2.4,76,1016.8,3
Shelbyville,20.1,30.8,0,75,1019.9,3
Shelbyville,17.6,32.2,0,69,1018.9,3
Shelbyville,18.4,26.7,0,62,1019.8,3
Shelbyville,15.5,30.2,0,57,1018.7,3
Shelbyville,16.9,33.3,0,53,1015,3
Shelbyville,23.2,35.4,0,44,1008,3
Shelbyville,15.9,21,8,49,1010.8,3
Shelbyville,12.3,21.7,0.4,63,1019.3,3
Shelbyville,12,23.6,0,55,1021.3,3
Shelbyville,11.9,24.5,0,56,1020.7,3
Shelbyville,11.7,30.3,0,53,1016.7,3
Shelbyville,17.7,25.3,0,54,1017.3,3
Shelbyville,18.4,27.7,0,66,1020.6,3
Shelbyville,13.6,23.4,1.2,61,1023.9,3
Shelbyville,12.5,21.4,0,53,1023.6,3
Shelbyville,15.5,21.7,0,68,1023.1,3
Shelbyville,14.7,22.7,0,50,1019.9,3
Shelbyville,14.3,21.7,0,56,1022.7,3
Shelbyville,9.2,20.3,0,67,1024.5,3
Shelbyville,9.9,23.9,0,75,1022.3,3
Shelbyville,13.9,28.7,0,43,1015.1,4
Shelbyville,15.9,23.8,0,69,1020.4,4
Shelbyville,11.6,23.3,0,41,1027.9,4
Shelbyville,10.5,27.6,0,45,1021.4,4
Shelbyville,14.5,28.2,0,30,1013.2,4
Shelbyville,13.5,20.1,4.6,82,1020.6,4
Shelbyville,8.8,19.9,0.2,71,1027.2,4
Shelbyville,8.7,20.5,0,66,1026.1,4
Shelbyville,10.4,22.4,0,76,1024.8,4
Shelbyville,13,22.6,0,84,1024.7,4
Shelbyville,15,22.6,0.4,77,1026.4,4
Shelbyville,11,24,0,65,1028.3,4
Shelbyville,10.4,24.1,0,59,1027.8,4
Shelbyville,11.6,27,0,59,1025.3,4
Shelbyville,11.9,29.1,0,36,1022.1,4
Shelbyville,11.9,21.4,0,66,1023.5,4
Shelbyville,11.9,21.6,0,49,1025.7,4
Shelbyville,7.8,25.6,0,34,1018.7,4
Shelbyville,12,30.1,0,41,1016.9,4
Shelbyville,18.2,29.7,0,27,1015.5,4
Shelbyville,16,23.5,0.2,72,1022.5,4
Shelbyville,12.7,20.2,0.2,70,1030.4,4
Shelbyville,9.1,20.3,0,49,1032,4
Shelbyville,10.3,25.3,0,52,1029.3,4
Shelbyville,9.1,28.1,0,31,1026.7,4
Shelbyville,12.8,30.1,0,28,1023.1,4
Shelbyville,19.9,27.6,0,24,1014.7,4
Shelbyville,16.4,26.9,0,84,1018,4
Shelbyville,16.5,24.2,4,82,1013,4
Shelbyville,12.4,26.3,0,53,1013,4
Shelbyville,12.9,18.3,1.6,69,1016.9,5
Shelbyville,12.4,19.8,0,63,1014.8,5
Shelbyville,14.3,19.6,0.8,87,1007.7,5
Shelbyville,11.1,18.5,5.2,82,1017.4,5
Shelbyville,12.9,24.5,0,57,1016.2,5
Shelbyville,12.1,25,0,65,1016,5
Shelbyville,12,24.3,0,70,1013.4,5
Shelbyville,16.4,19.7,0.4,78,1002,5
Shelbyville,13.1,18.1,0.8,75,993.2,5
Shelbyville,14.1,18.3,16,68,1016.2,5
Shelbyville,13.3,19,0.6,69,1021.2,5
Shelbyville,15.3,18.7,4.6,93,1021.3,5
Shelbyville,10.6,21.4,0.4,84,1024,5
Shelbyville,11.1,23.1,0,55,1021.1,5
Shelbyville,13.2,21,0,82,1019.8,5
Shelbyville,10.1,22.4,0.6,83,1017.2,5
Shelbyville,14.2,19.8,0.2,54,1020.9,5
Shelbyville,9.1,20.1,0,70,1021,5
Shelbyville,13,18.5,0,79,1021,5
Shelbyville,14,18.9,0.2,87,1024,5
Shelbyville,13.9,24.3,0,50,1020.8,5
Shelbyville,17.7,23.2,0,36,1009.3,5
Shelbyville,10.8,19,7.2,63,1023.2,5
Shelbyville,10.6,21,0.4,82,1023.7,5
Shelbyville,11.2,14.5,3.4,85,1013,5
Shelbyville,11.4,17,24.2,89,1009.7,5
Shelbyville,10.2,16.3,2.8,82,1008.9,5
Shelbyville,9.1,17,17,63,1016.3,5
Shelbyville,8.9,16.3,0,52,1019.6,5
Shelbyville,11.8,17.8,1.2,74,1019.7,5
Shelbyville,13.3,18.2,0.4,55,1023.8,5
Shelbyville,9.5,20,0.2,70,1025.7,6
Shelbyville,9.6,19,0.2,67,1024.4,6
Shelbyville,6.7,17.9,18.4,83,1023.2,6
Shelbyville,5.7,16.7,0,82,1018.8,6
Shelbyville,9.7,15.8,0.2,85,1007.7,6
Shelbyville,10.8,15.9,11.4,93,1006.8,6
Shelbyville,12,17,1.6,71,1011.8,6
Shelbyville,11.6,18,3.8,93,1002.4,6
Shelbyville,11.6,15.7,5.2,88,1005.6,6
Shelbyville,12.3,16.2,2.4,74,1021.7,6
Shelbyville,7.6,16.1,1.8,77,1030.6,6
Shelbyville,5.8,15.4,0,75,1038.3,6
Shelbyville,3.6,14.7,0,58,1034.2,6
Shelbyville,5.3,20.8,0,71,1033.4,6
Shelbyville,9,20.3,0,56,1029.9,6
Shelbyville,13.4,16,2.4,77,1015.4,6
Shelbyville,13.6,17.1,4,96,1013.3,6
Shelbyville,11,15.4,0,58,1019.7,6
Shelbyville,7,15.1,0,78,1019.1,6
Shelbyville,6.2,15,0.6,92,1013.1,6
Shelbyville,9.7,14.2,3.8,87,1003.2,6
Shelbyville,10.2,16.5,11.8,67,1010.3,6
Shelbyville,10.8,12.6,2.6,76,1005.1,6
Shelbyville,7.5,12.8,20,61,1015,6
Shelbyville,4.2,13.6,0.6,84,1025.5,6
Shelbyville,8.8,14.3,0,64,1019.1,6
Shelbyville,8.5,15.4,2.6,94,1021.2,6
Shelbyville,8.9,16.2,0,76,1027.5,6
Shelbyville,6.2,13.2,0,62,1025.1,6
Shelbyville,9.9,14.4,1.6,87,1012.9,6
Shelbyville,6.1,14.2,2.6,90,1026.1,7
Shelbyville,9.1,15.7,1.4,94,1030.2,7
Shelbyville,10.2,15.8,0,75,1027.1,7
Shelbyville,9.6,11.5,0.2,86,1015,7
Shelbyville,6.2,14,37.6,95,1016.8,7
Shelbyville,6.2,14.5,2.4,97,1024.7,7
Shelbyville,5.4,14.7,1.6,93,1024.8,7
Shelbyville,3.1,14.4,0,81,1023.6,7
Shelbyville,4.7,14.4,0,65,1023.8,7
Shelbyville,10.7,15.9,6.6,64,1008.6,7
Shelbyville,10.4,15.8,1.4,64,1005.5,7
Shelbyville,8,11,6,62,1006.7,7
Shelbyville,6.4,13.8,7,61,1026.9,7
Shelbyville,6,13.7,0.6,88,1034.5,7
Shelbyville,7.3,14.3,0.2,58,1034.7,7
Shelbyville,2,16.1,0,73,1032.2,7
Shelbyville,2.8,16.9,0,65,1026.1,7
Shelbyville,8.8,19.9,0,66,1021.5,7
Shelbyville,8.7,20.2,0,83,1021.7,7
Shelbyville,11.4,18.5,5,76,1020.4,7
Shelbyville,13,22.7,0,73,1014.1,7
Shelbyville,14,15.7,0.6,81,1004.4,7
Shelbyville,9.2,13.9,4.2,77,1014.3,7
Shelbyville,6.2,13.1,0,73,1008.6,7
Shelbyville,7.4,12.7,11.4,75,1015.8,7
Shelbyville,8.1,11.8,8.8,82,1016,7
Shelbyville,9.1,14.1,10.4,68,1022.7,7
Shelbyville,10.4,14.2,0.2,82,1029.5,7
Shelbyville,9.7,16.1,0,78,1026.5,7
Shelbyville,9.2,17.4,0,48,1018.6,7
Shelbyville,12,16.8,3.8,87,1016.9,7
Shelbyville,11.8,13.9,11,94,1013.5,8
Shelbyville,4.8,14.9,1.8,69,1027.2,8
Shelbyville,6.5,15.2,0,77,1030.7,8
Shelbyville,5.4,12.6,0.4,78,1031.2,8
Shelbyville,3.7,14.7,0,60,1030.4,8
Shelbyville,3.4,17.2,0,60,1026.6,8
Shelbyville,5,19.5,0,49,1023.6,8
Shelbyville,12.8,22,0,35,1019.6,8
Shelbyville,13.2,18.7,0.6,70,1008.9,8
Shelbyville,9.1,15,3.6,78,1013.6,8
Shelbyville,6.2,16,8.2,86,1023.2,8
Shelbyville,8.1,18,0,65,1021.2,8
Shelbyville,7.9,15.8,0,96,1025.7,8
Shelbyville,7.8,17,0,75,1030.6,8
Shelbyville,4.8,20.8,0,47,1028.9,8
Shelbyville,10.2,22.6,0,33,1022.3,8
Shelbyville,7.8,21.8,0.8,65,1022.8,8
Shelbyville,12.2,24.7,0,32,1010.8,8
Shelbyville,8.6,14.3,16.8,87,1011.3,8
Shelbyville,7.6,15.6,7,72,1019.1,8
Shelbyville,7.5,17.2,0.2,74,1017.8,8
Shelbyville,4.8,17.6,0,57,1014.7,8
Shelbyville,4.8,16.7,0,72,1017.8,8
Shelbyville,6.9,16.6,0,70,1016.4,8
Shelbyville,3.9,15.5,0,64,1020.6,8
Shelbyville,5.8,14.2,0,77,1026.1,8
Shelbyville,3.9,18.4,0,50,1023,8
Shelbyville,7.9,21.8,0,30,1018.1,8
Shelbyville,12.8,22.4,1.6,37,1016.3,8
Shelbyville,12.7,19.9,5.8,96,1012.9,8
Shelbyville,11.9,16.8,1,80,1018.5,8
Shelbyville,9.2,19.4,0.2,66,1018,9
Shelbyville,9.6,18.8,0.2,68,1011.7,9
Shelbyville,9.2,15.7,0.4,83,1014.4,9
Shelbyville,8.7,17.1,1,77,1027.3,9
Shelbyville,6.4,20.1,0,66,1030.2,9
Shelbyville,8.2,22.6,0,43,1028.1,9
Shelbyville,11.6,25,0,36,1023.6,9
Shelbyville,16.1,20.1,1.2,67,1015,9
Shelbyville,10.7,16.7,30.4,77,1015.2,9
Shelbyville,10.8,15.6,0.2,58,1022.7,9
Shelbyville,6.1,18,0,68,1021.2,9
Shelbyville,10.8,12.9,0,80,1020.4,9
Shelbyville,9,13.7,6.2,76,1016.4,9
Shelbyville,8.6,11.9,15.6,84,1010,9
Shelbyville,8.9,15.4,16.6,85,1016.2,9
Shelbyville,6.6,19,0,70,1018.8,9
Shelbyville,12.2,20.9,0,43,1015,9
Shelbyville,7.8,13.8,2.4,65,1017.6,9
Shelbyville,6.7,16.4,0.4,65,1014.4,9
Shelbyville,11.2,18.4,0.4,72,1010.8,9
Shelbyville,10.8,14,1.6,58,1016.9,9
Shelbyville,6.5,15.5,0,60,1022.5,9
Shelbyville,5.6,20.8,0,47,1013.9,9
Shelbyville,12.5,16.6,2.4,92,1006.9,9
Shelbyville,8.2,17,2,77,1016.9,9
Shelbyville,8.3,17.6,0,44,1012.6,9
Shelbyville,7.9,18.3,0,60,1016.9,9
Shelbyville,7,19.9,0,38,1003.4,9
Shelbyville,7.6,15.8,37.8,80,982.3,9
Shelbyville,9.1,15.6,12.2,83,1002.5,9
Shelbyville,10.3,21.8,4.2,55,1008.2,10
Shelbyville,12.9,20.7,0,35,996.1,10
Shelbyville,7.7,15,27.6,95,1001.4,10
Shelbyville,9.1,16.4,11.8,93,1008.3,10
Shelbyville,8.1,20.6,0,75,1019.6,10
Shelbyville,11.2,28.8,0,39,1017.9,10
Shelbyville,16.5,24,0,35,1016,10
Shelbyville,10,26.1,0,54,1021.8,10
Shelbyville,14.8,26.4,0,30,1002.3,10
Shelbyville,11.8,16.5,2,70,1015.5,10
Shelbyville,10.8,16.8,0.4,62,1023.4,10
Shelbyville,10.2,17.2,0.8,76,1023.3,10
Shelbyville,6.4,19.6,0.6,67,1026.5,10
Shelbyville,11.7,25.5,0,31,1022.4,10
Shelbyville,16.8,28.3,0,20,1012.8,10
Shelbyville,12.5,15.4,1.2,85,1005.4,10
Shelbyville,8.5,16.2,14.2,56,1014.4,10
Shelbyville,10,15.4,4.2,72,1015.3,10
Shelbyville,4.9,20,3.8,64,1022.6,10
Shelbyville,9.1,30.8,0,38,1013.2,10
Shelbyville,10.6,16.5,9.4,88,1016.1,10
Shelbyville,6.5,15.8,0.2,54,1027.3,10
Shelbyville,7.2,17.6,0,54,1029.8,10
Shelbyville,8,23.1,0,43,1022.1,10
Shelbyville,15.6,27.8,0,22,1011.5,10
Shelbyville,14.2,19,0,77,1015.3,10
Shelbyville,9.5,20.8,0,53,1022.5,10
Shelbyville,8.6,22.1,0,58,1020.2,10
Shelbyville,8.8,30,0,31,1014,10
Shelbyville,15.4,18.2,0,65,1008.5,10
Shelbyville,10.5,18.4,0.6,47,1018.5,10
Shelbyville,11.8,18.8,0,66,1016.2,11
Shelbyville,10.2,19.5,0,54,1019.9,11
Shelbyville,8.1,25.3,0,59,1020.8,11
Shelbyville,9.7,28.2,0,47,1014.2,11
Shelbyville,11,19.3,0,53,1020,11
Shelbyville,11.1,25.1,0,66,1018,11
Shelbyville,15.3,26.2,0,44,1005.4,11
Shelbyville,9.7,19.3,0,49,1014.2,11
Shelbyville,9,23.1,0,58,1014.9,11
Shelbyville,9.8,25.1,0,51,1013,11
Shelbyville,13.9,32,0,29,1004.4,11
Shelbyville,14.4,20.2,14,71,1003.2,11
Shelbyville,11.6,17.1,16.4,70,1009,11
Shelbyville,11.4,18.5,1.8,58,1019.5,11
Shelbyville,10.3,19.5,0,65,1024,11
Shelbyville,8.8,29.4,0,53,1022.9,11
Shelbyville,17,35.2,0,23,1015.1,11
Shelbyville,17.1,25.9,0,64,1018,11
Shelbyville,15,29.3,0,41,1019.4,11
Shelbyville,16.9,36.1,0,45,1013.3,11
Shelbyville,21.9,32,0,27,1006.1,11
Shelbyville,14.4,17.8,0.8,62,1017.1,11
Shelbyville,9.3,21.2,0.2,43,1022.3,11
Shelbyville,8.1,21,0,49,1022.9,11
Shelbyville,11.3,23.2,0,56,1022.7,11
Shelbyville,9.3,24.8,0,52,1024.6,11
Shelbyville,9.2,27.9,0,49,1020.8,11
Shelbyville,12.2,29.5,0,29,1014.4,11
Shelbyville,12.8,27.3,0,32,1012.5,11
Shelbyville,13,23.4,0,64,1012.5,11
Shelbyville,11.7,24.1,0,58,1010.2,12
Shelbyville,11.4,24.9,0,64,1014.6,12
Shelbyville,11.4,32.2,0,38,1014.4,12
Shelbyville,18.4,29,0,66,1010.2,12
Shelbyville,13.5,22.7,4.6,58,1014.3,12
Shelbyville,12.8,23.6,0,48,1016.4,12
Shelbyville,12.7,31.3,0,45,1014.2,12
Shelbyville,15,20.7,8,66,1008.3,12
Shelbyville,11.6,21.5,0.8,48,1022.7,12
Shelbyville,9.7,26,0,48,1024.2,12
Shelbyville,12.3,31.2,0,46,1022.7,12
Shelbyville,16.1,36.9,0,27,1017,12
Shelbyville,20.3,35.6,0,19,1008.5,12
Shelbyville,16,24.4,0.4,73,1015.1,12
Shelbyville,12.5,23.3,0,40,1018.6,12
Shelbyville,10.3,27.6,0,52,1011.8,12
Shelbyville,14.4,21.7,0.4,75,1015.7,12
Shelbyville,9.6,27.4,0,42,1023.1,12
Shelbyville,17.2,37.1,0,16,1011.7,12
Shelbyville,14.6,22.8,2.2,56,1014.3,12
Shelbyville,13.1,26.9,0,50,1020,12
Shelbyville,15.1,32.9,0,44,1018.1,12
Shelbyville,22.5,38.3,0,21,1011.2,12
Shelbyville,19.1,36.2,0,41,1013.5,12
Shelbyville,16.9,41.3,0,26,1009.7,12
Shelbyville,22.2,28.4,0.2,76,1010,12
Shelbyville,21.1,29.9,5.8,81,1005.7,12
Shelbyville,22.5,30.1,61.2,89,998.5,12
Shelbyville,17.2,30.8,3,51,1004.2,12
Shelbyville,17.9,24.3,0.2,75,1005.5,12
Shelbyville,18.1,25.3,0,70,1009.1,12
Shelbyville,16.3,23.7,0,72,1011.9,1
Shelbyville,15.7,24.6,0.2,59,1019.7,1
Shelbyville,13.6,27.8,0,56,1019.9,1
Shelbyville,18.5,33.3,0,43,1015,1
Shelbyville,23.5,35.8,0,35,1012.2,1
Shelbyville,24,39.5,0,34,1011.1,1
Shelbyville,31.4,40.7,0,26,1006.7,1
Shelbyville,20.9,28,0,57,1009.8,1
Shelbyville,20.2,30.4,0,70,1012.7,1
Shelbyville,19.5,29.3,0,60,1012.6,1
Shelbyville,15.8,28,0,59,1015.3,1
Shelbyville,15.7,37.2,0,45,1011.2,1
Shelbyville,21.7,23.4,11.8,95,1002.5,1
Shelbyville,17,23.3,7.8,55,1015.2,1
Shelbyville,13.8,26.1,0,62,1020.7,1
Shelbyville,15.1,36.1,0,46,1014,1
Shelbyville,18.7,41.1,0,30,1008.6,1
Shelbyville,18.4,27.2,0,63,1016.1,1
Shelbyville,18.8,38.2,0,39,1009.1,1
Shelbyville,18.2,24.3,21,74,1005.2,1
Shelbyville,13.2,26.5,0,61,1016,1
Shelbyville,17.3,34.2,0,32,1013.3,1
Shelbyville,24.5,33,0,25,1004.9,1
Shelbyville,16.2,25.2,6.4,67,1017.4,1
Shelbyville,12.4,27.4,0,51,1021.4,1
Shelbyville,13.7,28,0,56,1020.8,1
Shelbyville,15.1,32.2,0,62,1016.8,1
Shelbyville,16.2,32.3,0,46,1014.8,1
Shelbyville,16.3,39,0,42,1016.4,1
Shelbyville,24.6,28.7,0,47,1010.2,1
Shelbyville,17.1,26,0,100,1016.7,1
Shelbyville,17,25.6,0,55,1016.4,2
Shelbyville,14.9,25.8,0,65,1019.6,2
Shelbyville,13.4,29.7,0,57,1017.3,2
Shelbyville,17.5,30.2,0,44,1009.9,2
Shelbyville,20.8,24.9,1.2,81,1009.5,2
Shelbyville,16.8,19.3,29,85,1013.2,2
Shelbyville,25.8,41,0,43,1008,2
Shelbyville,24.2,40,0,61,1009.7,2
Shelbyville,25,34,0,75,1009.1,2
Shelbyville,17.2,23.4,0,59,1015.7,2
Shelbyville,16,24.3,0,60,1019.2,2
Shelbyville,15.1,28.1,0,68,1020.3,2
Shelbyville,18.1,33.4,0,29,1011.9,2
Shelbyville,18.1,26.9,0,67,1012.2,2
Shelbyville,15.6,23.4,0,58,1013.9,2
Shelbyville,15.9,20.6,0,51,1015.9,2
Shelbyville,12.1,20.3,2.4,85,1017.7,2
Shelbyville,13.2,23.1,0.8,55,1018.9,2
Shelbyville,11.7,31.1,0,40,1019.2,2
Shelbyville,19.2,30.3,0,18,1009.2,2
Shelbyville,17.9,24.9,0,62,1020.3,2
Shelbyville,14.5,24.5,0,55,1027,2
Shelbyville,14.5,24.8,0,52,1025.6,2
Shelbyville,12.2,27,0,52,1021.2,2
Shelbyville,14.1,35,0,58,1018.4,2
Shelbyville,21.7,38.4,0,22,1017.7,2
Shelbyville,23,38.6,0,23,1017.7,3
Shelbyville,21.1,36.2,0,46,1018.3,3
Shelbyville,18.9,34,0,47,1019.9,3
Shelbyville,19,32.5,0,50,1016.3,3
Shelbyville,15,26.9,0,61,1017.5,3
Shelbyville,16.7,28.8,0,69,1017.6,3
Shelbyville,18.3,32.2,0,54,1015.6,3
Shelbyville,19.1,33,0,45,1014.3,3
Shelbyville,19.2,30.7,0,40,1010.7,3
Shelbyville,16.9,21.7,1.4,78,1004.8,3
Shelbyville,16.4,23.4,7.2,74,1015.1,3
Shelbyville,15.2,30.2,0,72,1016.6,3
Shelbyville,19,35.4,0,40,1011.5,3
Shelbyville,18.2,23.3,0,49,1015.3,3
Shelbyville,12.5,27.3,0,53,1023.5,3
Shelbyville,12.7,33.5,0,54,1022.2,3
Shelbyville,16.3,34.6,0,48,1017.1,3
Shelbyville,23.2,34.4,0,42,1011.5,3
Shelbyville,21.5,29.9,26.8,65,1010.3,3
Shelbyville,19.2,22.6,0,73,1017,3
Shelbyville,17.7,29,0,75,1019,3
Shelbyville,18.5,32.5,0,59,1014.8,3
Shelbyville,20.5,27.7,0,76,1013.7,3
Shelbyville,20.7,33.3,0,72,1012.4,3
Shelbyville,20.8,23.9,0,62,1013.2,3
Shelbyville,13.8,24.6,0,69,1016.9,3
Shelbyville,14.3,22.7,0,79,1012.1,3
Shelbyville,10.9,19.7,4,66,1022.6,3
Shelbyville,8.8,20.1,0,71,1025.2,3
Shelbyville,11.4,21.6,0.2,75,1025.4,4
Shelbyville,11.6,21,0,51,1031.6,4
Shelbyville,10.5,21.8,0,48,1031.3,4
Shelbyville,9.8,26.9,0,52,1027.2,4
Shelbyville,16.1,28.9,0,30,1023.1,4
Shelbyville,11.4,29.4,0,32,1021.7,4
Shelbyville,14.9,30.2,0,33,1020.5,4
Shelbyville,14.4,29.1,0,31,1016.4,4
Shelbyville,13.3,17.5,2.6,44,1019,4
Shelbyville,11.7,18.9,0.8,54,1024.9,4
Shelbyville,9.9,20.8,0,71,1027.5,4
Shelbyville,10.9,24.2,0,63,1025.9,4
Shelbyville,10.4,26,0,56,1025.2,4
Shelbyville,9.6,23.5,0,55,1025.7,4
Shelbyville,9.4,26,0,58,1021.4,4
Shelbyville,13.7,23.9,0,55,1021,4
Shelbyville,14,27.8,0,49,1021.4,4
Shelbyville,19.6,29.2,0,33,1023.4,4
Shelbyville,22.6,30.8,0,33,1020.7,4
Shelbyville,19.1,21.4,0.4,90,1021.8,4
Shelbyville,18.2,22.6,4.8,83,1022.5,4
Shelbyville,11.4,24.1,0.2,67,1024.2,4
Shelbyville,15.6,24.6,0,67,1023.5,4
Shelbyville,15.4,20.4,3.4,90,1017.8,4
Shelbyville,15.2,21,8.2,74,1014.5,4
Shelbyville,10.2,15.8,6,54,1021.4,4
Shelbyville,9.6,18,0,75,1029.3,4
Shelbyville,12,17.4,3.8,96,1029.1,4
Shelbyville,13.5,17.6,2.8,87,1027.4,4
Shelbyville,14.6,19.7,0,61,1023.4,4
Shelbyville,11.8,18.4,0,81,1017.6,5
Shelbyville,10,17,3,57,1025.4,5
Shelbyville,6.2,18.3,0.2,73,1032.1,5
Shelbyville,5.8,17.6,0,49,1031.7,5
Shelbyville,6.6,19.9,0,55,1027.1,5
Shelbyville,11.5,19.9,0,61,1024.2,5
Shelbyville,8,15.3,0,61,1033.8,5
Shelbyville,6.8,16.9,0,57,1034,5
Shelbyville,6.9,18.9,0,67,1030.2,5
Shelbyville,5.7,20.5,0,60,1027.5,5
Shelbyville,7.3,20.7,0,63,1026.8,5
Shelbyville,5.7,21.4,0,57,1025.8,5
Shelbyville,7.8,21,0,54,1023.2,5
Shelbyville,7.3,21.2,0,60,1023.6,5
Shelbyville,6.8,22.5,0,61,1021.1,5
Shelbyville,13.7,21,0,28,1014,5
Shelbyville,15.6,18.2,1.4,64,1011.8,5
Shelbyville,10.5,20.8,4.6,54,1017.6,5
Shelbyville,12.2,19.5,0.2,87,1016.5,5
Shelbyville,12.4,20.5,0,76,1016.3,5
Shelbyville,10.1,22.9,0,60,1018.7,5
Shelbyville,11.6,20.1,0,47,1017.1,5
Shelbyville,12.5,19.3,1.6,97,1018.6,5
Shelbyville,13.3,19.2,3.6,81,1021.4,5
Shelbyville,10,20.2,0.2,79,1023.2,5
Shelbyville,12.5,21.9,0,87,1023,5
Shelbyville,11.6,20.4,0,61,1015.1,5
Shelbyville,9.5,15.1,16.6,89,1015.5,5
Shelbyville,7.9,15.2,3.8,95,1023.1,5
Shelbyville,9.7,15.1,16,71,1028.9,5
Shelbyville,4.8,15,0,68,1036.6,5
Shelbyville,2.9,15.4,0,58,1037.7,6
Shelbyville,2.5,17.2,0,70,1037,6
Shelbyville,2.6,18.1,0,70,1033.9,6
Shelbyville,1.7,16.3,0,75,1030.8,6
Shelbyville,5.1,17.6,0,84,1029.6,6
Shelbyville,8.8,16.5,0,70,1032.5,6
Shelbyville,3.5,15.5,0,73,1032.7,6
Shelbyville,3.9,16.8,0,85,1032.5,6
Shelbyville,6.1,15.1,0.2,78,1036.8,6
Shelbyville,8.2,16.2,0,69,1035.6,6
Shelbyville,3.9,16,0,93,1031.3,6
Shelbyville,6.5,17.7,0,75,1031.5,6
Shelbyville,5.9,17.9,0,86,1032.1,6
Shelbyville,5.4,19,0,67,1028.9,6
Shelbyville,8.6,18.5,0,69,1027.3,6
Shelbyville,9.8,14.8,0.2,81,1026.5,6
Shelbyville,6,16.8,1.4,96,1027.5,6
Shelbyville,8,16.9,0.2,95,1032.9,6
Shelbyville,5.2,19.4,0,82,1032.9,6
Shelbyville,4.9,19.1,0,82,1028.4,6
Shelbyville,4.5,19.2,0,80,1029.5,6
Shelbyville,4.6,19.5,0,76,1026.9,6
Shelbyville,5.4,18.5,0,58,1020,6
Shelbyville,5,17.3,0,83,1020.7,6
Springfield,13.3,18.5,0,82,1017.9,12
Springfield,14.7,21,0,64,1012.8,12
Springfield,16.5,24,0.2,36,999.8,12
Springfield,14.1,20.6,7.8,69,1006.7,12
Springfield,13,17.8,0,73,1015.3,12
Springfield,14.8,18.5,0,46,1020.1,12
Springfield,14,20,0,62,1013.4,12
Springfield,16.3,19.6,0,68,1008.2,12
Springfield,10.8,19.4,0,71,1010.5,12
Springfield,13.6,19.2,14.4,84,1013.1,12
Springfield,14.6,19.7,0.2,71,1016.3,12
Springfield,14.6,21,0.2,72,1018.1,12
Springfield,16.5,21.3,0.2,90,1020,12
Springfield,14.6,22.5,0,72,1018.9,12
Springfield,17.5,20.6,0,81,1012.4,12
Springfield,14,18.8,0.8,87,1017.6,12
Springfield,14.5,19,0.2,69,1018.3,12
Springfield,12,21,0,85,1019.1,12
Springfield,15.8,22,0,76,1010.6,12
Springfield,18.9,27.7,0.2,71,998.9,12
Springfield,15.5,18.5,0.6,87,1011.9,12
Springfield,10.5,20.8,1.2,68,1016.2,12
Springfield,12,21.2,0,67,1012.5,12
Springfield,14,19.6,0,57,1016.5,12
Springfield,12.2,21.1,0,66,1014.7,12
Springfield,13.4,21,0.8,58,1015.7,12
Springfield,17.5,24.6,0,77,1013.2,12
Springfield,15.8,20,2.4,69,1018.4,12
Springfield,12,21.5,0,77,1018.4,12
Springfield,16.5,21,0,76,1018.1,12
Springfield,16.9,20.5,0,73,1015.2,12
Springfield,16.4,21.4,0,64,1017.9,1
Springfield,17.5,22.8,0,79,1014.5,1
Springfield,17.8,21.5,0.4,72,1017.1,1
Springfield,15,24,0,77,1020.2,1
Springfield,15,23.5,0,84,1018.2,1
Springfield,18.9,23,0,75,1018.5,1
Springfield,16.5,23,0,56,1021,1
Springfield,17.7,22.2,0,73,1020.5,1
Springfield,17.9,23.5,0,74,1020.1,1
Springfield,15,23.5,0,72,1015.8,1
Springfield,15.5,28.3,0,73,1012.4,1
Springfield,16.1,25.7,0,79,1005.5,1
Springfield,13.5,20.5,1.2,72,1016.4,1
Springfield,14.4,22.5,0.8,68,1019.7,1
Springfield,17,24.5,0,63,1022.5,1
Springfield,18.5,31.7,0,63,1015.5,1
Springfield,19.1,22,0,74,1018.2,1
Springfield,18.3,19.6,0,70,1020.4,1
Springfield,16.8,20.3,0.2,57,1021,1
Springfield,14.8,22,0,68,1018.8,1
Springfield,16,24.5,0,64,1012.9,1
Springfield,17.6,22.7,1.2,74,1011.5,1
Springfield,17.8,20.7,2.8,91,1010.9,1
Springfield,15.5,23.1,0,68,1015.4,1
Springfield,17.3,23,1.4,89,1017.2,1
Springfield,18.5,23,0,78,1007.8,1
